RECORDID,EXTERNALID
R24666234,843860
R24666235,843861
R24666236,843862
R24666237,843863
R24666238,843864
R24666239,843865
R24666240,843866
R24666241,843867
R24666242,843868
R24666243,843869
R24666244,843870
R24666245,843871
R24666246,843872
R24666247,843873
R24666248,843874
R24666249,843875
R24666250,843876
R24666251,843877
R24666252,843878
R24666253,843879
R24666254,843880
R24666255,843881
R24666256,843882
R24666257,843883
R24666258,843884
R24666259,843885
R24666260,843886
R24666261,843887
R24666262,843888
R24666263,843889
R24666264,843890
R24666265,843891
R24666266,843892
R24666267,843893
R24666268,843894
R24666269,843895
R24666270,843896
R24666271,843897
R24666272,843898
R24666273,843899
R24666274,843900
R24666275,843901
R24666276,843902
R24666277,843903
R24666278,843904
R24666279,843905
R24666280,843906
R24666281,843907
R24666282,843908
R24666283,843909
R24666284,843910
R24666285,843911
R24666286,843912
R24666287,843913
R24666288,843914
R24666289,843915
R24666290,843916
R24666291,843917
R24666292,843918
R24666293,843919
R24666294,843920
R24666295,843921
R24666296,843922
R24666297,843923
R24666298,843924
R24666299,843925
R24666300,843926
R24666301,843927
R24666302,843928
R24666303,843929
R24666304,843930
R24666305,843931
R24666306,843932
R24666307,843933
R24666308,843934
R24666309,843935
R24666310,843936
R24666311,843937
R24666312,843938
R24666313,843939
R24666314,843940
R24666315,843941
R24666316,843942
R24666317,843943
R24666318,843944
R24666319,843945
R24666320,843946
R24666321,843947
R24666322,843948
R24666323,843949
R24666324,843950
R24666325,843951
R24666326,843952
R24666327,843953
R24666328,843954
R24666329,843955
R24666330,843956
R24666331,843957
R24666332,843958
R24666333,843959
R24666334,843960
R24666335,843961
R24666336,843962
R24666337,843963
R24666338,843964
R24666339,843965
R24666340,843966
R24666341,843967
R24666342,843968
R24666343,843969
R24666344,843970
R24666345,843971
R24666346,843972
R24666347,843973
R24666348,843974
R24666349,843975
R24666350,843976
R24666351,843977
R24666352,843978
R24666353,843979
R24666354,843980
R24666355,843981
R24666356,843982
R24666357,843983
R24666358,843984
R24666359,843985
R24666360,843986
R24666361,843987
R24666362,843988
R24666363,843989
R24666364,843990
R24666365,843991
R24666366,843992
R24666367,843993
R24666368,843994
R24666369,843995
R24666370,843996
R24666371,843997
R24666372,843998
R24666373,843999
R24666374,844000
R24666375,844001
R24666376,844002
R24666377,844003
R24666378,844004
R24666379,844005
R24666380,844006
R24666381,844007
R24666382,844008
R24666383,844009
R24666384,844010
R24666385,844011
R24666386,844012
R24666387,844013
R24666388,844014
R24666389,844015
R24666390,844016
R24666391,844017
R24666392,844018
R24666393,844019
R24666394,844020
R24666395,844021
R24666396,844022
R24666397,844023
R24666398,844024
R24666399,844025
R24666400,844026
R24666401,844027
R24666402,844028
R24666403,844029
R24666404,844030
R24666405,844031
R24666406,844032
R24666407,844033
R24666408,844034
R24666409,844035
R24666410,844036
R24666411,844037
R24666412,844038
R24666413,844039
R24666414,844040
R24666415,844041
R24666416,844042
R24666417,844043
R24666418,844044
R24666419,844045
R24666420,844046
R24666421,844047
R24666422,844048
R24666423,844049
R24666424,844050
R24666425,844051
R24666426,844052
R24666427,844053
R24666428,844054
R24666429,844055
R24666430,844056
R24666431,844057
R24666432,844058
R24666433,844059
R24666434,844060
R24666435,844061
R24666436,844062
R24666437,844063
R24666438,844064
R24666439,844065
R24666440,844066
R24666441,844067
R24666442,844068
R24666443,844069
R24666444,844070
R24666445,844071
R24666446,844072
R24666447,844073
R24666448,844074
R24666449,844075
R24666450,844076
R24666451,844077
R24666452,844078
R24666453,844079
R24666454,844080
R24666455,844081
R24666456,844082
R24666457,844083
R24666458,844084
R24666459,844085
R24666460,844086
R24666461,844087
R24666462,844088
R24666463,844089
R24666464,844090
R24666465,844091
R24666466,844092
R24666467,844093
R24666468,844094
R24666469,844095
R24666470,844096
R24666471,844097
R24666472,844098
R24666473,844099
R24666474,844100
R24666475,844101
R24666476,844102
R24666477,844103
R24666478,844104
R24666479,844105
R24666480,844106
R24666481,844107
R24666482,844108
R24666483,844109
R24666484,844110
R24666485,844111
R24666486,844112
R24666487,844113
R24666488,844114
R24666489,844115
R24666490,844116
R24666491,844117
R24666492,844118
R24666493,844119
R24666494,844120
R24666495,844121
R24666496,844122
R24666497,844123
R24666498,844124
R24666499,844125
R24666500,844126
R24666501,844127
R24666502,844128
R24666503,844129
R24666504,844130
R24666505,844131
R24666506,844132
R24666507,844133
R24666508,844134
R24666509,844135
R24666510,844136
R24666511,844137
R24666512,844138
R24666513,844139
R24666514,844140
R24666515,844141
R24666516,844142
R24666517,844143
R24666518,844144
R24666519,844145
R24666520,844146
R24666521,844147
R24666522,844148
R24666523,844149
R24666524,844150
R24666525,844151
R24666526,844152
R24666527,844153
R24666528,844154
R24666529,844155
R24666530,844156
R24666531,844157
R24666532,844158
R24666533,844159
R24666534,844160
R24666535,844161
R24666536,844162
R24666537,844163
R24666538,844164
R24666539,844165
R24666540,844166
R24666541,844167
R24666542,844168
R24666543,844169
R24666544,844170
R24666545,844171
R24666546,844172
R24666547,844173
R24666548,844174
R24666549,844175
R24666550,844176
R24666551,844177
R24666552,844178
R24666553,844179
R24666554,844180
R24666555,844181
R24666556,844182
R24666557,844183
R24666558,844184
R24666559,844185
R24666560,844186
R24666561,844187
R24666562,844188
R24666563,844189
R24666564,844190
R24666565,844191
R24666566,844192
R24666567,844193
R24666568,844194
R24666569,844195
R24666570,844196
R24666571,844197
R24666572,844198
R24666573,844199
R24666574,844200
R24666575,844201
R24666576,844202
R24666577,844203
R24666578,844204
R24666579,844205
R24666580,844206
R24666581,844207
R24666582,844208
R24666583,844209
R24666584,844210
R24666585,844211
R24666586,844212
R24666587,844213
R24666588,844214
R24666589,844215
R24666590,844216
R24666591,844217
R24666592,844218
R24666593,844219
R24666594,844220
R24666595,844221
R24666596,844222
R24666597,844223
R24666598,844224
R24666599,844225
R24666600,844226
R24666601,844227
R24666602,844228
R24666603,844229
R24666604,844230
R24666605,844231
R24666606,844232
R24666607,844233
R24666608,844234
R24666609,844235
R24666610,844236
R24666611,844237
R24666612,844238
R24666613,844239
R24666614,844240
R24666615,844241
R24666616,844242
R24666617,844243
R24666618,844244
R24666619,844245
R24666620,844246
R24666621,844247
R24666622,844248
R24666623,844249
R24666624,844250
R24666625,844251
R24666626,844252
R24666627,844253
R24666628,844254
R24666629,844255
R24666630,844256
R24666631,844257
R24666632,844258
R24666633,844259
R24666634,844260
R24666635,844261
R24666636,844262
R24666637,844263
R24666638,844264
R24666639,844265
R24666640,844266
R24666641,844267
R24666642,844268
R24666643,844269
R24666644,844270
R24666645,844271
R24666646,844272
R24666647,844273
R24666648,844274
R24666649,844275
R24666650,844276
R24666651,844277
R24666652,844278
R24666653,844279
R24666654,844280
R24666655,844281
R24666656,844282
R24666657,844283
R24666658,844284
R24666659,844285
R24666660,844286
R24666661,844287
R24666662,844288
R24666663,844289
R24666664,844290
R24666665,844291
R24666666,844292
R24666667,844293
R24666668,844294
R24666669,844295
R24666670,844296
R24666671,844297
R24666672,844298
R24666673,844299
R24666674,844300
R24666675,844301
R24666676,844302
R24666677,844303
R24666678,844304
R24666679,844305
R24666680,844306
R24666681,844307
R24666682,844308
R24666683,844309
R24666684,844310
R24666685,844311
R24666686,844312
R24666687,844313
R24666688,844314
R24666689,844315
R24666690,844316
R24666691,844317
R24666692,844318
R24666693,844319
R24666694,844320
R24666695,844321
R24666696,844322
R24666697,844323
R24666698,844324
R24666699,844325
R24666700,844326
R24666701,844327
R24666702,844328
R24666703,844329
R24666704,844330
R24666705,844331
R24666706,844332
R24666707,844333
R24666708,844334
R24666709,844335
R24666710,844336
R24666711,844337
R24666712,844338
R24666713,844339
R24666714,844340
R24666715,844341
R24666716,844342
R24666717,844343
R24666718,844344
R24666719,844345
R24666720,844346
R24666721,844347
R24666722,844348
R24666723,844349
R24666724,844350
R24666725,844351
R24666726,844352
R24666727,844353
R24666728,844354
R24666729,844355
R24666730,844356
R24666731,844357
R24666732,844358
R24666733,844359
R24666734,844360
R24666735,844361
R24666736,844362
R24666737,844363
R24666738,844364
R24666739,844365
R24666740,844366
R24666741,844367
R24666742,844368
R24666743,844369
R24666744,844370
R24666745,844371
R24666746,844372
R24666747,844373
R24666748,844374
R24666749,844375
R24666750,844376
R24666751,844377
R24666752,844378
R24666753,844379
R24666754,844380
R24666755,844381
R24666756,844382
R24666757,844383
R24666758,844384
R24666759,844385
R24666760,844386
R24666761,844387
R24666762,844388
R24666763,844389
R24666764,844390
R24666765,844391
R24666766,844392
R24666767,844393
R24666768,844394
R24666769,844395
R24666770,844396
R24666771,844397
R24666772,844398
R24666773,844399
R24666774,844400
R24666775,844401
R24666776,844402
R24666777,844403
R24666778,844404
R24666779,844405
R24666780,844406
R24666781,844407
R24666782,844408
R24666783,844409
R24666784,844410
R24666785,844411
R24666786,844412
R24666787,844413
R24666788,844414
R24666789,844415
R24666790,844416
R24666791,844417
R24666792,844418
R24666793,844419
R24666794,844420
R24666795,844421
R24666796,844422
R24666797,844423
R24666798,844424
R24666799,844425
R24666800,844426
R24666801,844427
R24666802,844428
R24666803,844429
R24666804,844430
R24666805,844431
R24666806,844432
R24666807,844433
R24666808,844434
R24666809,844435
R24666810,844436
R24666811,844437
R24666812,844438
R24666813,844439
R24666814,844440
R24666815,844441
R24666816,844442
R24666817,844443
R24666818,844444
R24666819,844445
R24666820,844446
R24666821,844447
R24666822,844448
R24666823,844449
R24666824,844450
R24666825,844451
R24666826,844452
R24666827,844453
R24666828,844454
R24666829,844455
R24666830,844456
R24666831,844457
R24666832,844458
R24666833,844459
R24666834,844460
R24666835,844461
R24666836,844462
R24666837,844463
R24666838,844464
R24666839,844465
R24666840,844466
R24666841,844467
R24666842,844468
R24666843,844469
R24666844,844470
R24666845,844471
R24666846,844472
R24666847,844473
R24666848,844474
R24666849,844475
R24666850,844476
R24666851,844477
R24666852,844478
R24666853,844479
R24666854,844480
R24666855,844481
R24666856,844482
R24666857,844483
R24666858,844484
R24666859,844485
R24666860,844486
R24666861,844487
R24666862,844488
R24666863,844489
R24666864,844490
R24666865,844491
R24666866,844492
R24666867,844493
R24666868,844494
R24666869,844495
R24666870,844496
R24666871,844497
R24666872,844498
R24666873,844499
R24666874,844500
R24666875,844501
R24666876,844502
R24666877,844503
R24666878,844504
R24666879,844505
R24666880,844506
R24666881,844507
R24666882,844508
R24666883,844509
R24666884,844510
R24666885,844511
R24666886,844512
R24666887,844513
R24666888,844514
R24666889,844515
R24666890,844516
R24666891,844517
R24666892,844518
R24666893,844519
R24666894,844520
R24666895,844521
R24666896,844522
R24666897,844523
R24666898,844524
R24666899,844525
R24666900,844526
R24666901,844527
R24666902,844528
R24666903,844529
R24666904,844530
R24666905,844531
R24666906,844532
R24666907,844533
R24666908,844534
R24666909,844535
R24666910,844536
R24666911,844537
R24666912,844538
R24666913,844539
R24666914,844540
R24666915,844541
R24666916,844542
R24666917,844543
R24666918,844544
R24666919,844545
R24666920,844546
R24666921,844547
R24666922,844548
R24666923,844549
R24666924,844550
R24666925,844551
R24666926,844552
R24666927,844553
R24666928,844554
R24666929,844555
R24666930,844556
R24666931,844557
R24666932,844558
R24666933,844559
R24666934,844560
R24666935,844561
R24666936,844562
R24666937,844563
R24666938,844564
R24666939,844565
R24666940,844566
R24666941,844567
R24666942,844568
R24666943,844569
R24666944,844570
R24666945,844571
R24666946,844572
R24666947,844573
R24666948,844574
R24666949,844575
R24666950,844576
R24666951,844577
R24666952,844578
R24666953,844579
R24666954,844580
R24666955,844581
R24666956,844582
R24666957,844583
R24666958,844584
R24666959,844585
R24666960,844586
R24666961,844587
R24666962,844588
R24666963,844589
R24666964,844590
R24666965,844591
R24666966,844592
R24666967,844593
R24666968,844594
R24666969,844595
R24666970,844596
R24666971,844597
R24666972,844598
R24666973,844599
R24666974,844600
R24666975,844601
R24666976,844602
R24666977,844603
R24666978,844604
R24666979,844605
R24666980,844606
R24666981,844607
R24666982,844608
R24666983,844609
R24666984,844610
R24666985,844611
R24666986,844612
R24666987,844613
R24666988,844614
R24666989,844615
R24666990,844616
R24666991,844617
R24666992,844618
R24666993,844619
R24666994,844620
R24666995,844621
R24666996,844622
R24666997,844623
R24666998,844624
R24666999,844625
R24667000,844626
R24667001,844627
R24667002,844628
R24667003,844629
R24667004,844630
R24667005,844631
R24667006,844632
R24667007,844633
R24667008,844634
R24667009,844635
R24667010,844636
R24667011,844637
R24667012,844638
R24667013,844639
R24667014,844640
R24667015,844641
R24667016,844642
R24667017,844643
R24667018,844644
R24667019,844645
R24667020,844646
R24667021,844647
R24667022,844648
R24667023,844649
R24667024,844650
R24667025,844651
R24667026,844652
R24667027,844653
R24667028,844654
R24667029,844655
R24667030,844656
R24667031,844657
R24667032,844658
R24667033,844659
R24667034,844660
R24667035,844661
R24667036,844662
R24667037,844663
R24667038,844664
R24667039,844665
R24667040,844666
R24667041,844667
R24667042,844668
R24667043,844669
R24667044,844670
R24667045,844671
R24667046,844672
R24667047,844673
R24667048,844674
R24667049,844675
R24667050,844676
R24667051,844677
R24667052,844678
R24667053,844679
R24667054,844680
R24667055,844681
R24667056,844682
R24667057,844683
R24667058,844684
R24667059,844685
R24667060,844686
R24667061,844687
R24667062,844688
R24667063,844689
R24667064,844690
R24667065,844691
R24667066,844692
R24667067,844693
R24667068,844694
R24667069,844695
R24667070,844696
R24667071,844697
R24667072,844698
R24667073,844699
R24667074,844700
R24667075,844701
R24667076,844702
R24667077,844703
R24667078,844704
R24667079,844705
R24667080,844706
R24667081,844707
R24667082,844708
R24667083,844709
R24667084,844710
R24667085,844711
R24667086,844712
R24667087,844713
R24667088,844714
R24667089,844715
R24667090,844716
R24667091,844717
R24667092,844718
R24667093,844719
R24667094,844720
R24667095,844721
R24667096,844722
R24667097,844723
R24667098,844724
R24667099,844725
R24667100,844726
R24667101,844727
R24667102,844728
R24667103,844729
R24667104,844730
R24667105,844731
R24667106,844732
R24667107,844733
R24667108,844734
R24667109,844735
R24667110,844736
R24667111,844737
R24667112,844738
R24667113,844739
R24667114,844740
R24667115,844741
R24667116,844742
R24667117,844743
R24667118,844744
R24667119,844745
R24667120,844746
R24667121,844747
R24667122,844748
R24667123,844749
R24667124,844750
R24667125,844751
R24667126,844752
R24667127,844753
R24667128,844754
R24667129,844755
R24667130,844756
R24667131,844757
R24667132,844758
R24667133,844759
R24667134,844760
R24667135,844761
R24667136,844762
R24667137,844763
R24667138,844764
R24667139,844765
R24667140,844766
